Organization,Name,Farm,Address,Latitude,Longitude
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Flavio Luiz Berno,Distrito Floresta – Palotina,"24º 13' 13""",53º 42' 39''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Caroline de Carle Gomes,Linha Alvorada – Palotina,"24º 14' 26""",53º 51' 47'
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Darci Dedimar Tomm,Linha Belmonte - Marechal C. Rondon,"24°29'59""",54°10' 51''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Hilario Mattuizzi,Linha Madrugada – Palotina,"25° 05' 19""",53º 34' 53''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Deomiro Bernardo Lehmkuhl,Vila Floresta – Palotina,"24º 11' 56""",53º 43' 02''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Lauri Leo Buzanello,Linha São Clemente – Palotina,"24º 15' 53""",53º 53' 37''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Araides Duarte da Luz,Assentamento Olga Benario - Santa Tereza,"25° 05' 19""",53º 34' 53'
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Roberto Pradela,Vila Floresta – Palotina,"24º 11' 37""",53º 43' 34'
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Olindo Pierezan,Linha Madrugada – Palotina,"25° 05' 19""",53º 34' 53''
Fazenda Nossa Senhora Aparecida ,Fazenda Nossa Senhora Aparecida ,Nossa Senhora Aparecida,Agua Fria de Goiás/GO,14º49´30.0”,47º43´35.0”
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Barranco Alto,Linha 155 Gleba Corumbiara – Corumbiara/RO,-12.9903,-61.1752
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Chupinguaia,"Linha 125, km 08, lote 37, Gleba Corumbiara – Chupinguaia/RO",-12.5894,-60.9568
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Curitiba,Rodovia Br 364 km 450 Sentido Cuiaba a Porto Velho a esquerda 100 km – Comodoro/MT,-13.5432,-60.4186
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Dom Pedro,"Linha 165, Gleba Corumbiara – Corumbiara/RO",-13.0003,-60.9653
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Juliana,"Linha 130, Lote 51, Setor 10, Gleba Corumbiara – Chupinguaia/RO",-12.6789,-61.1009
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Maringá 3,Gleba Ricardo Franco - Vila Bela da Santissima Trindade/MT,-14.4411,-60.1257
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Pérola,Rodovia BR 364 KM 1090 – Sapezal/MT,-13.1358,-58.6772
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Retiro,"Rodovia BR 174 km 21, saída para Juína - Vilhena/RO",-12.5667,-60.0786
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Reunidas do Papagaio,Rodovia MT 235 KM 80 + 17 KM à direita – Sapezal/MT,-13.4259,-58.4228
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Santa Ana,Linha 155 Gleba Corumbiara – Corumbiara/RO,-12.9996,-61.2383
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Santa Cândida,Rodovia MT 235 km 112 + 30 km esquerda – Sapezal/MT,-13.8006,-58.6630
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Siriema,"Rodovia MT 235, km 137 entrando a direita percorre-se uma distância de 25 quilômetros – Sapezal/MT",-13.3592,-58.8949
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Tupancy,Rodovia MT 235 km 112 + 30 km esquerda – Sapezal/MT,-13.4602,-58.5877
Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Zanella II,Linha Alto Juruena - Campos de Julio/MT,-13.9476,-59.2014
Bom Jesus Agropecuaria ,Bom Jesus Agropecuaria LTDA - Fazenda Mirandópolis,Fazenda Mirandópolis,Juscimeira/MT,"16°21'44.20""S","55°4'41.34""O"
Fazenda Lagoa Dourada,Fazenda Lagoa Dourada,Fazenda Lagoa Dourada,Poconé – MT,"16°05'41,14"" S","56°45'20,31"" O"
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Matão,"Rodovia GO-330 Orizona sentido Vianópolis, Km 01 à esquerda + 2 Km à direita. Orizona-GO – Brasil","17° 0'53.39""S","48°18'42.21""O"
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Cachoeira,"Orizona sentido povoado da Cachoeira, Km 22 à esquerda. Orizona-GO – Brasil","16°54'53.65""S","48° 9'21.19""O"
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Morro Alto,"Rodovia GO-219 Orizona sentido Distrito de Egerineu Teixeira, Km 07 à direita. Orizona-GO","17° 3'1.09""S","48°21'43.86""O"
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Areias de Baixo,"Rodovia GO-219 Orizona sentido Montes Claros, após o povoado seguir por mais 2 Km à esquerda. Orizona-GO – Brasil",17° 9.481'S,48° 9.544' O
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Morro Alto,"Rodovia GO-219 Orizona sentido Distrito de Egerineu Teixeira, Km 08 à esquerda. Orizona-GO – Brasil",17° 4’’ 7.72’’ S,48° 22’’0.12’ O
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Taquaral e Cuiabanos,"Orizona sentido povoado Taquaral, Km 08 à esquerda + 2 Km. Orizona- GO – Brasil",16° 56.909'S,48° 18.641'O
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Taquaral de Cima,"Rodovia GO 330, sentido Orizona/Caraiba, após 20 Km virar à direita e seguir por mais 4 Km. Vianópolis-GO – Brasil","16°53'40.38""S","48°22'0.90""O "
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Engenho Velho,"Estrada Silvânia sentido São Miguel Passa Quatro, Km 15. Silvânia-GO – Brasil",-16.778523,-48.633775
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Rio dos Bois,"Estrada Silvânia sentido São Miguel do Passa Quatro e BR-457, Km 40. Silvânia-GO – Brasil",-16.878407,-48.603229
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Mucambo,"Rodovia GO 437, Km 24 à direita + 6 Km. Silvânia-GO – Brasil",-16.428912,-48.634759
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Rio do Peixe,"Rodovia GO-330, Km 109 à direita + 8 Km. Silvânia-GO – Brasil",-16.890582,-48.438860
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Ponte Alta,"Rodovia GO-330 sentido Leopoldo de Bulhões, trevo sentido a Cruzeiro, Km 12, 2 Km à esquerda. Silvânia-GO – Brasil",-16.701849,-48.798744
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Boa Esperança,"Rodovia GO-010 sentido Luziânia, após Posto Quilombo, 6 Km à direita + 7 Km à direita. Silvânia-GO – Brasil",-16.605829,-48.260294
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Engenho Velho,"Estrada Silvânia sentido São Miguel Passa Quatro, Km 16. Silvânia-GO – Brasil",-16.785815,-48.637973
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Santa Rita,"Rodovia GO 330, Km 212 à esquerda + 14 Km. Silvânia-GO – Brasil",-16.859656,-48.292990
Grupo Hervalense,Grupo Hervalense,Fazenda Hervalense,Rodovia BR-364 KM-,"-14,1864","-56,6293"
Grupo Hervalense,Grupo Hervalense,Fazenda Chapadão,Rodovia BR-364 KM-,"-14,1311","-57,0097"
Grupo Hervalense,Grupo Hervalense,Fazenda Lagoa do Cervo,Rodovia BR-364 KM-,"-14,468","-56,2036"
GGF Agro,GGF - Agro LTDA,Fazenda Pau Da Onça,"Rodovia Mt 485, Km 100, S/N, Zona Rural","13?39'59,6 16''","55?23'37,6 38''"
Fazenda Modelo,Fazenda Modelo (Eswalter Zanetti e Outros),Fazenda Modelo,Campo Verde - MT,"-15,4422970718181","-54,9268314506474"
O Telhar Agropecuária ,O Telhar Agropecuária LTDA ,Fazenda Nova,Santo Antônio do Leste/MT,"14?51'28.3 0""S","53?29'31.65"" O"
O Telhar Agropecuária ,O Telhar Agropecuária LTDA,Fazenda Primavera,Primavera do Leste/MT,15?14'20.5 3''S,"54?9'1 4.72""O"
O Telhar Agropecuária ,O Telhar Agropecuária LTDA,Fazenda Independência,Santo Antônio do Leste/MT,"14?51'30.9 6""S","53?29' 35.34""O"
O Telhar Agropecuária ,O Telhar Agropecuária LTDA,Fazenda Rio Bonito,Nova Ubiratã/MT,"13?31'26.5  3""S","55?04' 36.42"" O"
O Telhar Agropecuária ,O Telhar Agropecuária LTDA,Fazenda Pirapó,São José do Rio Claro/MT,"13?51'11.3 1""S","57?11' 29.50"" O"
O Telhar Agropecuária ,O Telhar Agropecuária LTDA,Fazenda Sete Lagoas,Diamantino/MT,"14?34'49.9 3""S","56?27'8.72"" O"
Girassol Agrícola,Fazenda Girassol,Fazenda Girassol,Pedra Preta - MT,"16?50'15""S","54?02'32"" W"
Agropastoril Jatobasso,Fazenda Verde Agropastoril Jatobasso Ltda,Fazenda Verde,Rondonópolis- MT,"16? 35' 03.53"" S","54?51'28.6 9""O"
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Campos Lindos,Loteamento Santa Catarina - Município de Campos Lindos - Tocantins - BR,S 08o07'11'',W 46o31'50''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Chapada Alta,Loteamento Santa Catarina - Campos Lindos - Tocantins - BR,S 08o17'35'',W 46o46'37''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Santo Isidoro,Zona Rural - Riachão - Maranhão - BR,S 07o25'15'',W 46o21'41''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Batavo,"FazendaBat avo Km 245 Gerais de Balsas, Data Caracol Zona Rural - Balsas - Maranhão - BR",S 08o33'53'',W 46o40'46''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Curitiva,Tasso Fragoso - MA,"S 07 39 15""","W 46 39 51"""
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Barranco Alto,Linha 155 Gleba Corumbiara - Corumbiara/RO,-12.9903,-61.1752
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Chupinguaia,"Linha 125, km 08, lote 37, Gleba Corumbiara - Chupinguaia/RO",-12.5894,-60.9568
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Curitiba,Rodovia Br 364 km 450 Sentido Cuiaba a Porto Velho a esquerda 100 km - Comodoro/MT,-13.5432,-60.4186
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Dom Pedro,"Linha 165, Gleba Corumbiara - Corumbiara/RO",-13.0003,-60.9653
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Juliana,"Linha 130, Lote 51, Setor 10, Gleba Corumbiara - Chupinguaia/RO",-12.6789,-61.1009
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Maringá 3,Gleba Ricardo Franco - Vila Bela da Santissima Trindade/MT,-14.4411,-60.1257
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Pérola,Rodovia BR 364 KM 1090 - Sapezal/MT,-13.1358,-58.6772
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Retiro,"Rodovia BR 174 km 21, saída para Juína - Vilhena/RO",-12.5667,-60.0786
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Reunidas do Papagaio,Rodovia MT 235 KM 80 + 17 KM à direita - Sapezal/MT,-13.4259,-58.4228
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Santa Ana,Linha 155 Gleba Corumbiara - Corumbiara/RO,-12.9996,-61.2383
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Santa Cândida,Rodovia MT 235 km 112 + 30 km esquerda - Sapezal/MT,-13.8006,-58.6630
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Siriema,"Rodovia MT 235, km 137 entrando a direita percorre-se uma distância de 25 quilômetros - Sapezal/MT",-13.3592,-58.8949
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Tupancy,"Rodovia MT 235, km 100 + 15 km a direita - Sapezal/MT",-13.4602,-58.5877
Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Zanella II,Linha Alto Juruena - Campos de Julio/MT,-13.9476,-59.2014
Produzindo Certo,Produzindo Certo - Grupo Comigo,Boa Vista,Rio Verde/GO,"-50,488528","-17,123078"
Produzindo Certo,Produzindo Certo - Grupo Comigo,Estreito Ponte de Pedra,Montividiu/GO,"-51,024631","-17,096734"
Produzindo Certo,Produzindo Certo - Grupo Comigo,Rio Verdinho da Barra Grande,Rio Verde/GO,"-51,421453","-17,587753"
Produzindo Certo,Produzindo Certo - Grupo Comigo,São Tomaz,Rio Verde/GO,"-51,028578","-17,873725"
Produzindo Certo,Produzindo Certo - Grupo Comigo,São Tomaz e arrendamento,Rio Verde/GO,"-51,017607","-17,746797"
Produzindo Certo,Produzindo Certo - Grupo Comigo,São Tomé e arrendamento,Rio Verde/GO,"-51,649725","-17,496719"
Produzindo Certo,Produzindo Certo - Grupo Comigo,Sol Nascente,Montividiu/GO,"-51,2177","-17,204922"
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,Fazenda Lage,Santana da Vargem - MG,"21? 16' 58"" S","45? 26' 03""W"
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,Fazenda Saquarema,Carmo da Cachoeira - MG,21?31'40.4 8'' S,45?15'04.6 3'' W
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,Agropecuaria Verdes Mares,Guapé - MG,"20?49'24.7 6"" S",45?15'04.6 3'' W
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,Potreiro,Três Pontas - MG,"21?22'49,0 2"" S","45?18'30,5 1"" W"
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,Agrorossi,Serra Salitre - MG,"19?26'06.2 9"" S","46?50'40.3 5"" W"
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,São Pedro,Ibiá - MG,19`30`58.0 7``S,46`32`04.3 4``W
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,FAZENDA ANGICOS,Ibiá - MG,19`30`58.0 7``S,46`32`04.3 4``W
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,Fazenda Novo Horizonte,Medeiros - MG,"19?56'16.0 7""S","46?26'23.7 6""O"
Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda Pirapitinga,Canápolis - MG,-49.225519?,-18.771695?
Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda San Jorge,Costa Rica - MS,-53.168611?,-18.716026?
Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda San Antônio,Tangará da Serra - MT,-57.948723?,-14.354563?
Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda Morumbi Agropecuária S.A,Alto da Boa Vista - MT,-51.930628?,-11.855835?
Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda Bacuri,Riachão - MA,-46.425744?,-8.372257?
Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda Horizontina Leste,Tasso Fragoso - MA,-45.747764?,-7.870731?
Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda Horizontina Norte,Campos Lindos - TO,-46.613116?,-8.249321?
Bartira Agropecuária,Bartira Gestão Agropecuária,Flores,Piraquê - TO,-48.224740?,-6.539068?
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Alegria,"BR 163, Km 720, Sorriso-MT -","12?48'17,91"" S","55?46'34,95"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Berrante de Ouro,"MT 487, Km 23 - Gleba Barreiro, Sorriso-MT - Brasil",12.05.779' S,55.39.541' W
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Cella,"MT 242, Km 34 Linha Tropical sentido Ipiranga do Norte, Sorriso-MT - Brasil","12.30'7782"" S","55.88'8805"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Centro da Mata,"MT 242, Km 759, Nova Ubiratã- MT - Brasil","13?04'14,87'' S","54?57'55,59'' W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Criciúma,"Rodovia MT 242 Km 50, Nova Ubiratã-MT, Brasil","13?20'18,93"" S","55?07'08,23"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Jaborandi,"MT 242, Km 32, Sorriso-MT - Brasil","12.9' 1"" S","55.45'3"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Leopoldina,"BR 163, Km 722 + 53 à esquerda, Sorriso-MT - Brasil","12?34'32,73"" S","56?00'53,46"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Marauense,"BR 163 + 50 Km à direita, Sorriso- MT - Brasil","13?07'41,6""S","55?19'19,0"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Morena,"MT 235, Km 32 + 10 à direita + 3 à direita, Campo Novo do Parecis- MT - Brasil",13?81'54'' S,"57?65'60,3'' W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda São Marcos,"BR 163, Km 708, Linha Morocó, Sorriso-MT - Brasil","12? 57' 37,75''S","55? 46' 45,5'' O"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Nossa Senhora da Salete,"BR 163, Km 768 + 20 Km, Vera-MT - Brasil","12? 28' 53,85"" S","55? 29' 05,06"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Pedra,"BR 163, Km 719, Sorriso-MT - Brasil","12?48'56,23"" S","55?45'52,18"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Pinhal,"Pontal do Verde, Polícia Federal 30 Km, Sorriso-MT - Brasil","12?56'26,06'' S","55?34'50,1'' W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Pluma,"MT 242, Estrada do Macaco por 20 Km, Sorriso-MT - Brasil","12?49'49,86"" S","55?23'00,58"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Rodeio,"BR 242, Km 29, Sorriso-MT - Brasil","12?43'25,00'' S","55?31'58,00' W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Santa Ernestina,"BR 163, Km 760 à esquerda, Sorriso-MT - Brasil","12? 28'46,76'' S","55 41'46,7"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Santa Maria da Amazônia,"MT 242, Km 20, sentido Ipiranga do Norte, Sorriso-MT - Brasil","12.22'16"" S","55.48'18"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Santana,"BR 163, Km 776, 4 Km à direita, Sorriso-MT - Brasil",8? 63' 11.9'' S,"65? 24'63,03'' W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Santo Antônio,"Br 163, Distrito de Primaverinha, Sorriso-MT - Brasil","12?56'50"" S","55?51'10"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda São Felipe,"BR 163, Km 708, Distrito de Primavera-MT - Brasil","12.47'18.72"" S","55.47'06.11"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Gamada,"MT 320 a 22 KM trevo de Nova Canaã lado direito, Nova Canaã- MT - Brasil","10?25'21.62"" S","55?40'43,89"" W"
Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Videirense,BR 163 Km 729,"12.51'32.74"" S","55.44'37.79"" W"
Produzindo Certo,Produzindo Certo-Grupo Castrolanda,Agropecuária Romi,"Agropecuária Romi, Estrada Capão Alto, Km 6, Castro/PR","-49,902293","-24,739889"
Agricola Xingu,Agricola Xingu S.A,Fazenda Tabuleiro I,São Desiderio - BA,"13°20'22.42""S ","45°47'28.31""O"
Agricola Xingu,Agricola Xingu S.A,Fazenda Tabuleiro II,São Desiderio - BA,"13°15'31.00""S","45°43'34.00""O"
Agricola Xingu,Agricola Xingu S.A,Fazenda Tabuleiro III,São Desiderio - BA,"13°11'25.90""S","45°46'58.86""O"
Produzindo Certo,Produzindo Certo-Grupo Castrolanda,Bom Sucesso,"Fazenda Bom Sucesso, Bairro Bom Sucesso, Itararé/SP","-49,182219","-24,154856"
SLC Agrícola,SLC Agrícola,Fazenda Planalto,Costa Rica - MS,"-53,204092","-18,211311"
SLC Agrícola,SLC Agrícola,Fazenda Pamplona,Cristalina - GO,"-47,625268","-16,227882"
SLC Agrícola,SLC Agrícola,Fazenda Panorama,Correntina - BA,"-46,097783","-13,407468"
SLC Agrícola,SLC Agrícola,Fazenda Parnaíba,Tasso Fragoso - MA,"-46,077028","-8,514722"
SLC Agrícola,SLC Agrícola,Fazenda Planeste,Balsas - MA,"-46,859487","-8,554206"
SLC Agrícola,SLC Agrícola,Fazenda Paiaguás,Diamantino  - MT,"-57,456034","-14,08013"
SLC Agrícola,SLC Agrícola,Fazenda Planorte,Sapezal - MT,"-58,898933","-13,936938"
Bartira Agropecuária,Fazendas Bartira ,Fazenda Pirapitinga,Canápolis - MG,-49.225519,- 18.771695
Bartira Agropecuária,Fazendas Bartira,Fazenda San Jorge,Costa Rica - MS,-53.168611,- 18.716026
Bartira Agropecuária,Fazendas Bartira ,Fazenda San Antônio,Tangará da Serra - MT,-57.948723,-14.354563
Bartira Agropecuária,Fazendas Bartira,Fazenda Morumbi Agropecuária S.A,Alto da Boa Vista - MT,-51.930628,-11.855835
Bartira Agropecuária,Fazendas Bartira - non-GMO,Fazenda San Antônio,Tangará da Serra - MT,-57.948723,-14.354563
Aliança da Terra,Aliança da Terra - Grupo IV,Água Santa,"Rodovia BR 452, Km 258, CEP: 38170- 000, Caixa Postal 21, Perdizes - MG - Brasil","-47,364068","-47,364068"
Aliança da Terra,Aliança da Terra - Grupo IV,Bandeirantes,"Rodovia GO 220, Km 35, esquerda 20 Km, Zona Rural, CEP: 75.915-000, Montividiu - GO - Brasil","-51,367197","-17,42317"
Aliança da Terra,Aliança da Terra - Grupo IV,Boa Esperança,"Rodovia GO 174, Km 39, + 20 Km à direita, Rio Verde - GO - Brasil","-50,98599","-17,373805"
Aliança da Terra,Aliança da Terra - Grupo IV,Boa Vista,"Rodovia GO 405, CEP: 75.980-000, Paraúna - GO - Brasil","-51,461452","-17,354913"
Aliança da Terra,Aliança da Terra - Grupo IV,Bom Jardim e Primavera,"Rodovia GO 220, Km 27, Caixa Postal 515, CEP: 75.901-970, Montividiu - GO - Brasil","-51,461452","-17,354913"
Aliança da Terra,Aliança da Terra - Grupo IV,Bom Jardim (Dorothea),"Rodovia Montividiu-Caiapônia, Km 15 à direita, CEP: 75.915-000, Zona Rural, Montividiu - GO - Brasil","-51,32331","-17,286756"
Aliança da Terra,Aliança da Terra - Grupo IV,Bom Jardim (Marcelo),"Rodovia GO 220, Km 15 à direita, CEP: 75.980-000, Zona Rural, Montividiu - GO - Brasil","-51,329665","-17,281813"
Aliança da Terra,Aliança da Terra - Grupo IV,Brasilanda,"Rodovia GO 174, Km 40 + 1 Km à esquerda, Rio Verde - GO - Brasil","-51,275933","-17,492133"
Aliança da Terra,Aliança da Terra - Grupo IV,Cachoeirinha,"Rodovia GO 220, Km 60, CEP: 75.850- 000, Zona Rural, Caiapônia - GO - Brasil","-51,645517","-17,238443"
Aliança da Terra,Aliança da Terra - Grupo IV,Cana Verde,"Rodovia GO 174, Km 90, CEP: 75.850- 000, Zona Rural, Rio Verde - GO - Brasil","-51,118167","-17,069333"
Aliança da Terra,Aliança da Terra - Grupo IV,DME,"Rodovia MG 410, Km 51, Zona Rural, Presidente Olegário - MG - Brasil","-46,426303","-18,072217"
Aliança da Terra,Aliança da Terra - Grupo IV,Gameleira,"Rodovia MG 410, Km 51, Presidente Olegário - MG - Brasil","-46,35671","-17,836257"
Aliança da Terra,Aliança da Terra - Grupo IV,Mata do Lobo,"Rodovia BR 452, Km 41 à direita, Rio Verde - GO - Brasil","-50,736345","-18,121277"
Aliança da Terra,Aliança da Terra - Grupo IV,Mauá,"Rodovia GO 174, Km 60 - Montividiu - GO - Brasil","-51,344025","-17,235353"
Aliança da Terra,Aliança da Terra - Grupo IV,Monte Alegre,"Avenida José Walter, n? 845, Setor Morada do Sol, CEP:75.908-780, Rio Verde - GO - Brasil","-51,42451","-17,49837"
Aliança da Terra,Aliança da Terra - Grupo IV,Monte Alegre Pindaíbas,"Rodovia GO 333, Km 45, Rio Verde - GO - Brasil","-50,821303","-17,402428"
Aliança da Terra,Aliança da Terra - Grupo IV,Pai Manoel,"Rodovia BR 060, Km 425, Rio Verde - GO - Brasil","-51,28907","-17,739327"
Aliança da Terra,Aliança da Terra - Grupo IV,Paraíso do Rio Preto,"Rodovia BR 452, Km 41, Zona Rural, Rio Verde - GO - Brasil","-50,792807","-18,066978"
Aliança da Terra,Aliança da Terra - Grupo IV,Paraíso Rio Preto e Renala,"Rodovia BR 452, Km 01, Zona Rural, Rio Verde - GO - Brasil","-50,787721","-18,083"
Aliança da Terra,Aliança da Terra - Grupo IV,Santa Fé,"Zona Rural, Uberlândia - MG - Brasil","-48,03494","-19,222047"
Aliança da Terra,Aliança da Terra - Grupo IV,Santa Mônica e Felicidade,"Rodovia BR 060, Km 373 + 3 Km à esquerda, CEP: 75.900-000, Zona Rural, Rio Verde - GO - Brasil","-50,812352","-17,728242"
Aliança da Terra,Aliança da Terra - Grupo IV,Santa Rita e arrendamento,"Rodovia GO 050, Km 14, Zona Rural, CEP 75.980-000, Paraúna - GO - Brasil","-50,525807","-17,204747"
Aliança da Terra,Aliança da Terra - Grupo IV,São Francisco,"Rodovia BR 060, Km 422 + à direita 60 Km, Zona Rural, Rio Verde - GO - Brasil","-51,601532","-17,492395"
Aliança da Terra,Aliança da Terra - Grupo IV,São João,"Rodovia 365, Km 351, Zona Rural, Varjão de Minas / MG - Brasil","-46,056212","-18,42833"
